v1,v2
FALSE,"The old Observatory is a quaint structure on Calton Hill, overlooking the district at the head of Leith Walk."
TRUE,"The olive press, which was also used in the vineyards for expressing the grape juice, found its way from the south of France to the north, and was employed there for expressing poppy seed and rape seed."
FALSE,"The one-room shack was neat, with pallets on one side, a fire at its center, a small area to prepare food and crates lining one wall that acted both as storage and seating."
TRUE,"The only victim of this plot was Ali, who died at Kufa in 661, of the wound inflicted by a poisoned weapon."
TRUE,The ordnance department of the navy is carried on by a large detachment of artillery officers and artificers provided by the war office for this special duty.
TRUE,"The other half is predominantly arable; foxes kill three of the major pests to arable farmers - rabbits, voles and mice."
FALSE,"The other part comprehends inner Persis lying northwards; it enjoys a pleasant climate and has fertile and well-watered plains, gardens with trees of all kinds, rich pasturages and forests abounding with game; with the exception of the olive all fruits are produced in profusion, particularly the vine."
FALSE,"The parallel extends even to the secret negotiations; for, if Austria could have been induced in May 1807 to send an army against Napoleon's communications, his position would have been fully as dangerous as before Austerlitz if Prussia had taken a similar step. Once more he triumphed owing to the timidity of the central power which had the game in its hands; and the folly which marked the Russian tactics at Friedland (14th of June 1807), as at Austerlitz, enabled him to close the campaign in a blaze of glory and shiver the coalition in pieces."
FALSE,"The pathways should be paved with tiles, brick or stone, or made of concrete and cement, and the surface should be gently rounded so that the water required for evaporation may drain to the sides while the centre is sufficiently dry to walk upon; they should also have brick or stone edgings to prevent the water so applied soaking away at the sides and thus being wasted."
FALSE,"The pectoral and ventral fins are so articulated as to perform the functions of feet, the fish being enabled to move, or rather to walk, on the bottom of the sea, where it generally hides itself in the sand or amongst sea-weed."
FALSE,The phantom ignored her and continued to walk.
FALSE,The phantom pointed to the pouch with the food cubes.
TRUE,"The plants most frequently used are white mustard, rape, buckwheat, spurry, rye, and several kinds of leguminous plants, especially vetches, lupins and serradella."
TRUE,"The play is set in June 1945, a month before the testing of the first atomic bomb."
FALSE,The polyps arefree and walk on their tentacles.
TRUE,"The primary function of this poison is to kill the prey upon which they feed, its action being very rapid upon insects."
FALSE,The prince again laughed his frigid laugh.
FALSE,The princess as usual spoke smilingly and listened with a laugh.
TRUE,The principal uses of rape oil are for lubrication and lighting; but since the introduction of mineral oils for both these purposes the importance of rape has considerably decreased.
TRUE,"The products of the Han valley are exclusively agricultural, consisting of cotton, wheat, rape seed, tobacco and various kinds of beans."
FALSE,The professor was disappointed that his students did not laugh at his clever pun.
FALSE,"The protoplasm derives its food from substances in solution in the water; the various waste products which are incident to its life are excreted into it, and so removed from the sphere of its activity."
TRUE,The question of Dardistan is debated at length in Leitner's Dardistan (1877); Drew's Jummoo and Kashmir Territories (1875); Bidduiph's Tribes of the Hindu-Kush (1880) and Durand's The Making of a Frontier (1899).
FALSE,The question of the distribution of this stored energy to the separate protoplasts of the plant can be seen to be the same problem as the distribution of the food.
TRUE,"The quoit was the ancient weapon of the Sikh, who calls it chakar."
TRUE,"The raja was persuaded that these mysterious figures were demons under a spell, which might come to life and kill him as he slept."
FALSE,"The raw materials from which the food is constructed are absorbed from the exterior in solution in water, and the latter is the medium through which the gaseous constituents necessary for life reach the protoplasm."
FALSE,The realization made her want to laugh and cringe at the same time.
TRUE,The rear sight should not obtrude anymore than necessary above the weapon itself.
TRUE,The regret in his dark eyes made her want to beg him not to kill her and comfort him for the pain he.d surely feel hurting his own friend.
TRUE,"The rest of the costume is composed of the tumbun or shalvar, short skirts of great width, held by a running stringthe outer one being usually of silk, velvet, or Kashmir shawl, often trimmed with gold lace, or, among the poor, of loud-patterned chintz or print."
TRUE,"The road was ripped open, as if by a massive bomb."
FALSE,"The ruffed grouse (or ""partridge"") is the most common of game birds, but woodcock, ducks and geese are quite common."
TRUE,"The runways are pitted with 500 lb bomb craters, making them useless."
TRUE,The same day the station received word from the FBI the gun Dean recovered at Willoughby's had been stolen from a security guard in Connecticut the prior March.
FALSE,"The scales showed seven pounds less, he was eating baskets of fruit and goody-goody health food, plus he'd laid off the booze completely."
FALSE,"The schoolhouse was two or three miles from home, but he did not mind the long walk through the woods and over the hills."
TRUE,The second is Iran's efforts to assemble the capability to build an atomic bomb.
TRUE,"The seeds contain a toxic substance, which makes them actively poisonous; so much so that three have been known to kill an adult."
TRUE,The sequel was the rape of Helen and the Trojan War.
TRUE,"The sexy singer reportedly suffered from placental abruption, which can kill a fetus in just two hours."
TRUE,"The show's drama and intensity ratcheted up to include date rape, child abuse, eating disorders and racism."
TRUE,The siege Tower was an invaluable Medieval siege attack weapon.
TRUE,The sight of her with a gun to her head the day before made his blood boil as much as the thought of her in his bed.
TRUE,"The site was settled early in the 18th century, but the village itself dates from about 1760, when it took its present name from the adjacent creek or ""kill,"" on which a Dutch trader, Jans Peek, of New York City, had established a trading post."
TRUE,"The sixth commandment is, "" Thou shalt not kill "" ."
FALSE,The smell of burning food broke into her thoughts.
FALSE,The smell of the food the Preobrazhenskis were eating and a sense of hunger recalled him from these reflections; he had to get something to eat before going away.
FALSE,"The smoke proved to be too much for Adrienne and two other girls, so they decided to walk each other home."
TRUE,"The sniper rifle is dead accurate too, meaning that one shot in the head is enough to kill almost any foe."
FALSE,"The soil is an oozy mud which can only be made capable of carrying buildings by the artificial means of pile-driving; there is no land fit for agriculture or the rearing of cattle; the sole food supply is fish from the lagoon, and there is no drinking-water save such as could be stored from the rainfall."
TRUE,The sound of a laser gun jarred her.
TRUE,"The sound of a laser gun went off, and warm blood splattered her."
FALSE,"The sound was rough, as if he didn't laugh often."
FALSE,The Special Apparatus of Plants for constructing Food .T he explanation of the apparent difference of food supply is very simple.
TRUE,"The special ops specialist was fearless, genetically engineered to kill, and as lethally trained as any of his men."
TRUE,"The spirit of the nation was in them and they fought to kill, not for the honour of their arms. The emperor was not discouraged, but on the contrary renewed his efforts to bring up every available man."
TRUE,The standoff between India and Pakistan over who owns the mountainous Kashmir region remains lethal.
FALSE,"The story is good for a laugh by liberals, given Meghan's father's archaic and old fashioned views on everything from gay marriage to gay adoptions."
TRUE,"The straits of the Jhelum, below Baramulla, probably account for the lovely vale of Kashmir, which is in form (if not in principles of construction) a repetition on grand scale of the Maidan of the Afridi Tirah, where the drainage from the slopes of a great amphitheatre of hills is collected and then arrested by the gorge which marks the outlet to the Bara."
TRUE,"The stranger spoke of a land where he was accepted and never hungry, where they'd build an army to kill his father."
TRUE,"The strikes were enough to disarray, if not kill, most of the men."
FALSE,"The sun brightened up the studio a short time later, her reminder it was time for her midmorning walk."
FALSE,"The supply of energy to the several protoplasts which make up the body of a plant is as necessary as is the transport to them of the food they need; indeed, the two things are inseparably connected."
TRUE,The thing to remember is that the potential to kill is always there.
TRUE,The third one's gonna kill Jenn.
TRUE,"The town is not mentioned in Domesday Book, but the Rape of Bramber, in which it lies, belonged at that time to William de Braose."
TRUE,The traditional Irish shillelagh or cudgel is one example of a weapon made with this wood.
FALSE,"The travellers now resumed their walk toward the cottage, which they presently reached."
TRUE,The trick was to breed men who could kill immortals without ever allowing them to become immortals themselves.
TRUE,"The truck begins to shake, and someone is transported into the truck... another faceless man, there to kill the bounty hunter."
FALSE,The two goons you let walk from outside of Baratto's apartment?
FALSE,The two of them can walk you through the shadow world and you can jump through the portal.
FALSE,The two workmen face each other and walk backwards.
FALSE,The underground world was well built and bright with whitewashed walls lining corridors wide enough for two people to walk side by side.
FALSE,The unseen creature placed a plate of food beside her.
TRUE,"The usual cereal crops are, however, all grown with success, and tobacco, hops, flax, rape, hemp and beetroot (for sugar) are cultivated for commercial purposes."
FALSE,The vamp barked a laugh and continued down the hall.
TRUE,The victim should also be dissuaded from washing etc in the case of alleged rape.
FALSE,The waitress arrived with their food and placed it before them.
TRUE,The warm farmhouse smelled of gun oil and breakfast.
TRUE,The Washington Post also reports stories of rape are emerging from ethnic Albanian refugees.
TRUE,The way he said it made Julie cry and me want to kill the bastard.
FALSE,"The way in which such food when manufactured is incorporated into, and enabled to build up, the living substance is again hidden in obscurity."
FALSE,"The wells are situated by the Parade (or Pantiles), a walk associated with fashion since the time of their discovery."
TRUE,"The western pediment, which is more conservative in type, represents the earlier expedition of Heracles and Telamon against Troy; the eastern, which is bolder and more advanced, probably refers to episodes in the Trojan war."
TRUE,The woman carving this night's kill gave her extra for Jack.
TRUE,The zeal with which the school prosecuted logical inquiries had one practical result - they could use to perfection the unrivalled weapon of analysis.
TRUE,"The Zoji La, the Kashmir water-divide between the Jhelum and the Indus, is a prominent case in point, and all the passes from the Kumaon and Garhwal hills into Tibet exhibit this formation in a marked degree."
TRUE,The Zulu king then commanded his impis to kill all the Boers who had entered Natal.
TRUE,The bomb was approached with caution.
FALSE,The food at your open house was delicious.
FALSE,The food must enter in solution in order to pass the walls.
FALSE,"The food so absorbed passes to the outer cortical mycellum, and from this tc the inner hyphae, which appear to be the organs of the interchangi of substance, for they are attracted to the neighborhood of thi nuclei of the cells, which they enter, and iii which they form agglom erations of interwoven filaments."
TRUE,The gun was in his hand.
TRUE,"The Kashmir, or rather Tibet, goat has a delicate head, with semi-pendulous ears, which are both long and wide."
FALSE,The laugh they shared cemented their solidarity.
TRUE,"The pistol, dagger, and peasant coat were ready."
TRUE,The rape film helped to change police treatment of rape victims.
TRUE,"The rape, initially a spoil point for Laura's near perfect romance with her teenage husband Scotty, was eventually swept under the rug as the unique chemistry between the actors and the characters came to the forefront."
FALSE,The walk calmed his irritation at being powerless for the first time since the Schism.
FALSE,"The walk was peaceful, the starry night and thrum of crickets easing her tired mind."
TRUE,The weapon shown has a solenoid fitted on the right hand side of the body.
TRUE,"The weapon, tho, has not been used of late and is rather rusty."
TRUE,Their diet includes practically everything eatable they can capture or kill.
FALSE,"Their generals substituted heavy-armed cavalry for the old militia, and introduced systems of campaigning which reduced the art of war to a game of skill."
TRUE,Their job is to kill the vamps and any other of Czerno's creatures while minimizing collateral damage.
FALSE,Their food was served and they continued to chat about unimportant things with awkward silences filling the spaces.
FALSE,Then he set out on foot to walk to another city.
FALSE,"Then she looked at Zeb, whose face was blue and whose hair was pink, and gave a little laugh that sounded a bit nervous."
TRUE,Then she told me to kill myself.
FALSE,"Then there were voices, Gladys with a shrill laugh, than hushed giggling, a stumble on the steps, a grunt and finally silence."
TRUE,"Then thirdly, he was unconventional in that he used an unconventional weapon."
TRUE,"Then we have cereals and grasses and brassicas, which include kale, swede, mangels, turnip and rape."
TRUE,Then you can argue all you want over who gets to kill me.
TRUE,"Then you shouldn't kill any of them, if they can be saved!"
TRUE,"There .are also fast days called m'battal (Arab.), on which it is forbidden to kill any living thing or eat flesh."
FALSE,There are a zillion fast food restaurants around here.
FALSE,"There are also many kinds of game birds, pigeons, ducks, geese, plovers and quails."
TRUE,There are guys out there that kill people.
TRUE,"There are manufactures of Kashmir shawls, also of chintzes, cotton and woollen goods."
TRUE,"There are no instances of rape, although the story in GTA alludes to one."
TRUE,"There are obvious points of similarity, possibly of derivation, between the details in our text and the above myths, but the subject cannot be further pursued here, save that we remark that in the sun myth the dragon tries to kill the mother before the child's birth, whereas in our text it is after his birth, and that neither in the Egyptian nor in the Greek myth is there any mention of the flight into the wilderness."
TRUE,"There are several varieties possessing this valuable quality, but those of Kashmir, Tibet and Mongolia are the most esteemed."
FALSE,There are three within about a week's walk.
TRUE,There are two sorts of rifle which I think are better off without telescope sights.
FALSE,"There is a state fish and game commissioner, and the state has a fish hatchery at Roxbury and a forest and game farm at Sharon."
FALSE,"There sat the thorny Sorcerer in his chair of state, and when the Wizard saw him he began to laugh, uttering comical little chuckles."
FALSE,"There was a moment of silence, then a child's gleeful laugh."
TRUE,"There was a sound, like a gun shot, but maybe a firecracker."
TRUE,There was also room for a prone position bomb aimer and the aircraft had bomb aimer and the aircraft had bomb racks for use as a dive bomber.
TRUE,"There was but one war, and it lasted from 488 to 481."
FALSE,There was little she could do other than put the food up so it wouldn't spoil and wait for him to come home.
TRUE,"There was no question in her mind that Brutus had been feeding on the carcass, but did he kill it?"
FALSE,"There was no running water, no food supplies, no energy whatsoever, just a deteriorating building with a score of insurgents and a small black box."
FALSE,"There were scenes in there that were pure slapstick, that made me laugh harder and harder as the scene developed."
TRUE,"These centers are prisons in all but name, with detainees having fewer legal rights than criminals arrested on charges of rape and murder."
TRUE,"These crops along Oil seed rape will be cut in August, combines everywhere will be working flat out to bring in the harvest."
TRUE,These include components of signaling pathways and ubiquitin ligase proteins that regulate signal receptor trafficking.
TRUE,"These include kick, lightening strike, weapon strip frying pan to the head and penalty box."
TRUE,"These were open batteries, the guns not being sited in bomb proof casemates."
TRUE,"They agreed to cast lots, on the understanding that the second should kill the first and so on."
FALSE,"They all had a good laugh over that too, all but Dean."
FALSE,"They all had their laugh, but to Carmen it wasn't that funny."
FALSE,"They are famous, too, as hunters of big game, attacking even elephants with sword and spear."
FALSE,"They are given for the fast, hard laugh and as soon forgotten, such as the cut noose - representing cutting ties with corporate jobs."
FALSE,They ate and then she put the remaining food in the refrigerator for Alex.
FALSE,They ate dinner at the busy food court.
FALSE,"They can make you laugh, lust or cry with lyrical dexterity such as I have genuinely never found anywhere else."
FALSE,They couldn't walk away from each other like this.
TRUE,"They did not kill him, but they drove him out of the city and bade him never return."
TRUE,They didn't enter war to satisfy a desire to kill and maim but to be victorious in the way their society rewarded.
FALSE,They do not laugh so much and seem more sinister.
FALSE,They gave him some more porridge and Morel with a laugh set to work on his third bowl.
TRUE,They gave you a gun?
FALSE,They grabbed food from the small cafeteria that was devoid of people at the late hour of morning.
TRUE,They had been living a lavish lifestyle over a four year period principally funded from the proceeds of illegal drugs trafficking.
TRUE,"They had to avoid idolatry, sorcery, avarice, falsehood, fornication, &c.; above all, they were not allowed to kill any living being (the ten commandments of Mani)."
FALSE,"They had torn men loose from the ancestral custom of home to walk in new ways and see new things and hear new thoughts; and some broadening of view, some lessening in the intensity of the old one-sidedness, was the inevitable result."
TRUE,"They have a superstitious objection to firing a gun, thinking that it offends the deities of the woods and valleys, and brings down rain."
FALSE,"They laughed and were gay not because there was any reason to laugh, but because gaiety and mirth were in their hearts and so everything that happened was a cause for gaiety and laughter to them."
TRUE,They may all kill each other and put us out of work.
FALSE,"They neither plant nor have they any manufactures except their rude bamboo and rattan vessels, the fish and game traps which they set with much skill, and the bows, blow-pipes and bamboo spears with which they and the produce of their hunting and fishing."
TRUE,"They possessed a unique gift, the ability to kill an immortal without being an immortal."
TRUE,"They remain with her until nearly full-grown, or about the second year, when they are able to kill for themselves and begin life on their own account."
TRUE,"They say that traps are inhumane and don't always kill the animal straight away, so they often bleed to death."
FALSE,"They seem also never to walk or run when on the ground, but always to hop. The bodyfeathers are commonly loose and soft; and, gaily coloured as are most of the species, in few of them has the plumage the metallic glossiness it generally presents in the pies, while the proverbial beauty of the ""jay's wing"" is due to the vivid tints of blue - turquoise and cobalt, heightened by bars of jet-black, an indication of the same style of ornament being observable in the greater FIG."
FALSE,"They seemed to walk for hours, until the first rays of morning lightened the forest."
TRUE,They summarily dismissed his request for a mustache and disguise and refused to give him a gun for pro­tection.
FALSE,"They surrounded him, offering him whatever food they had and petting him."
TRUE,They thought they were busting some con artist who was trying to rip off you and the old man and then you show up and damn near kill them!
FALSE,"They too were not pleased and, to Dean's chagrin, tracked the front hall with the remnants of the piss-poor shoveling job on the front walk."
FALSE,They went for a walk after lunch.
FALSE,They were not even a pawn in the game which Antiochus proposed to play with Rome for the possession of Greece and Asia Minor.
TRUE,"They will kill three or four cows at a time, while the older and more experienced rarely kill more than one, and this at intervals of from three or four days to a week."
TRUE,They won't kill me.
FALSE,They would have to walk along the ridge for a while to get there.
FALSE,They laugh at his stinginess and disappear.
FALSE,"They laugh when we pick the legs and heads off the prawns, instead just chomping them down whole."
TRUE,"They rape any female chimp they come across, murder her baby, form a gang to go hunting monkeys."
TRUE,They'd kill half the planet to obtain the apocalyptic collection you have.
TRUE,"This carnivorous adaptation, in which the function is to hold and kill struggling animals, often of large size, attains its highest development in the cats (Felidae)."
TRUE,This enables it to kill the caterpillars of the cabbage white butterfly quickly.
TRUE,"This genus contains a few clumsily built rats spread over Southern Asia from Palestine to Formosa, and from Kashmir to Ceylon (see Bandicoot-Rat)."
FALSE,This guy doesn't deserve to walk the streets.
FALSE,This hospital is the only thing in a day's walk with power.
FALSE,This involved making the poor wear prison uniforms and only providing enough food to avoid starvation.
TRUE,"This is called "" quadrant elevation,"" and the proper inclination was given by means of the "" gunner's quadrant,"" a quadrant and plumb bob, one leg being made long to rest in the bore, or by bringing lines scribed on the breech of the gun in line with a pointer on the carriage; these were called "" quarter sights."""
TRUE,"This is the material of which the far-famed and costly shawls are made, which at one time had such a demand that, it is stated, 16,000 looms were kept in constant work at Kashmir in their manufacture."
FALSE,"This made Zeb laugh, in turn, and the boy felt comforted to find that Ozma laughed as merrily at her weeping subject as she had at him."
TRUE,This man was too noble to kill any but a warrior.
TRUE,This method is chiefly used in the refining of linseed and rape oils.
TRUE,"This might have something to do with the rape, but not necessarily."
TRUE,"This quiet was interrupted, however, by the "" Paxton Massacre "" (Dec. 14, 1763) - the slaughter of a score of Indians (children, women and old men) at Lancaster, Pennsylvania, by some young rowdies from the town of Paxton, who then marched upon Philadelphia to kill a few Christian Indians there."
FALSE,This region abounds in big game and birds are plentiful.
TRUE,"This round features the Sex Workers Outreach Project USA, a group dedicated to the promotion of a safe working environment for sex workers, raising protest for the violent depictions of the rape and murder of prostitutes in GTA."
FALSE,"This time, Gabriel did laugh."
TRUE,"This time, we can kill them."
TRUE,"This unlucky marriage was negotiated, it is said, chiefly to acquire the old claims of Denmark over England, to be used as a weapon against Richard I."
TRUE,"This unscrupulous proceeding, known as the Secularizations (February 1803), was carried out largely on lines laid down by Bonaparte and Talleyrand; and the latter is known to have made large sums of money by trafficking with the claimants of church lands."
FALSE,This very sentence about Countess Zubova and this same laugh Prince Andrew had already heard from his wife in the presence of others some five times.
TRUE,This was 80 times the separation distances used for crop trials of GM oilseed rape in the UK.
TRUE,"This was followed by La Nuova Italia ed i Vecchi Zelanti (1881), another attack on the Vatican policy; and by his Vaticano Regio (1883), in which he accuses the Vatican of trafficking in holy things and declares that the taint of worldliness came from the false principles accepted by the Curia."
TRUE,This was one way to kill two birds with one stone.
TRUE,"This was the scene of the rape of Dinah and of the attack of Simeon and Levi which led to their ruin (xxxiv.; see DAN, Levites, Simeon)."
TRUE,This was where they had discovered the mother bear that Alex had to kill.
FALSE,This will give the bride and groom a good laugh when they open it.
TRUE,"This would give for albinoes and pigmented individuals the amount per kilogramme of body-weight required to kill in each case, and would afford a measurement of the relative resistance of the two races."
TRUE,This year I am preparing a rhetorical criticism on the systematic rape in Bosnia.
TRUE,This gun is pointed right at your heart.
TRUE,"This rape is supposed to point to an original iepos X6 os, an annual holy marriage of a god and goddess of vegetation."
TRUE,"This weapon is prayer, which, she wrote, ' is as sure as my two-handed backhand."
TRUE,"Tho the machine guns seem weak, they are the best and most accurate weapon if used correctly."
FALSE,"Thornton, an old colleague in the India House, ""has carried out her long-cherished scheme (about which she tells me she consulted you) of a ` vibratory ' for me, and has made a pleasant covered walk, some 30 ft."
TRUE,"Those he didn't kill, he turned into vampires like the ones she'd let loose on the Grey God's city."
TRUE,"Though a few may in some circumstances kill living creatures smaller than themselves for food, none are habitually predaceous."
TRUE,"Though a warranty deed offers considerable protection against fraud and other property concerns, there are additional methods that should be taken to ensure there are no problems after the purchase."
TRUE,"Though rejected by the Jesuits, who found peripatetic formulae a faithful weapon against the enemies of the church, Cartesianism was warmly adopted by the Oratory, which saw in Descartes something of St Augustine, by Port Royal, which discovered a connexion between the new system and Jansenism, and by some amongst the Benedictines and the order of Ste Genevieve."
TRUE,"Though the orders were to abandon the wounded, many of them dragged themselves after troops and begged for seats on the gun carriages."
TRUE,"Three crops are involved - sugar beet, oilseed rape and fodder maize - all modified to be herbicide resistant."
FALSE,"Throwing on some jeans, a T-shirt and a pair of Nikes, he decided to take a walk, but first, he would check on Sarah."
TRUE,"Thus his raid upon Dobrzyn, the latest acquisition of the knights on Polish soil, speedily gave them a ready weapon against him."
FALSE,"Thus the Mintra of the Malay Peninsula have a demon corresponding to every kind of disease known to them; the Tasmanian ascribed a gnawing pain to the presence within him of the soul of a dead man, whom he had unwittingly summoned by mentioning his name and who was `devouring his liver; the Samoan held that the violation of a food tabu would result in the animal being formed within the body of the offender and cause his death."
TRUE,"Thus too great a rise of temperature in fever may kill the patient; and the aim of therapeutics is to restrain the temperature within proper limits, neither allowing it to rise too high nor to fall too low."
TRUE,Tina is a highly ranked squash player in Austria and is Marcel's secret weapon for the team event in Vienna.
TRUE,"To avenge himself, Thyestes sent Pleisthenes (Atreus' son whom Thyestes had brought up as his own) to kill Atreus, but Pleisthenes was himself slain by his own father."
TRUE,"To check them, "" grease-banding "" round the trees has been adopted; but as many other pests eat the leafage, it is best to kill all at once by spraying with arsenical poisons."
FALSE,"To her surprise, he barked a laugh of half-pain from their fall and half-triumph."
TRUE,"To increase the number of doubles, ewes are sometimes put on good fresh grass, rape or mustard a week before the tups go out - a ram to sixty ewes is a usual proportion, though with care a stud ram can be got to settle twice the number."
TRUE,"To kill a man, Immortal or demon fast, touch him here."
TRUE,"To kill further time, I telephoned Ethel Reagan."
TRUE,To kill my father.
TRUE,"To kill some time I telephoned Ethel Reagan, ostensibly to thank her."
FALSE,"Toby hunched his shoulders.  He'd wandered far enough away from camp that he'd hoped to get some food before running from Ully, who was still sleeping."
FALSE,"Toby was wrestling with a bush and didn't respond.  Katie breathed deeply and pushed forward, wanting very much to stop and sleep but suspecting she'd never awaken if she did.  She didn't have enough food cubes to drive off more than one more demon attack.  They'd have to find Rhyn and Gabe fast."
TRUE,"Today, with the empire long dismantled, a rearticulated national chauvinism is a much more useful weapon."
TRUE,"Todd, the villain who led a gang rape of Marty, has been forced to come to grips with who he is and where he came from."
TRUE,"Todd's violent past on the show, including his participation in the date rape of Marty Saybrooke, left fans breathless with his range, so St John needed to fill big shoes."
FALSE,Together they went to the kitchen and began putting the food in serving bowls.
FALSE,Toni asked with a laugh.
TRUE,"Toni, I don't think he should have a gun!"
FALSE,"Toni's face lit up, and she thrust out her chest in a way that made Jessi want to laugh in embarrassment on the oblivious model's behalf."
TRUE,Too bad you're going to kill me.
TRUE,"Too high a concentration of calcium can kill brain cells, so these pumps in the cell membrane push the calcium out quickly."
TRUE,"Toramana's coins are found plentifully in Kashmir, which, therefore, probably formed part of the Mina dominions before Mihiragula's time, so that when he fled there after his defeat he was taking refuge, if not with his own subjects, at least with a kindred clan."
FALSE,"Torches blazed, and rich food began to appear on long tables."
TRUE,"Travelling thence to Peshawar (Purushapura), the capital of Gandhara, he made a digression, through the now inaccessible valley of Swat and the Dard states, to the Upper Indus, returning to Peshawar, and then crossing the Indus (Sintu) into the decayed kingdom of Taxila (Ta-cha-si-lo, Takshasila), then subject to Kashmir."
FALSE,"Try some of these home activities and games that keep hands busy and provide the opportunity to talk, share and laugh."
TRUE,Trying to kill any of them would have been a stupid thing to do as it would have merely enraged them all.
TRUE,Two men convicted a year later for the brutal rape and murder of another young girl are his prime suspects.
TRUE,"Two rapid streams, Poesten Kill and Wynants Kill, flowing into the Hudson from the east, through deep ravines, furnish good water-power, which, with that furnished by the state dam across the Hudson here, is utilized for manufacturing purposes."
TRUE,Typing ps ax on Saturday usually gave me a half dozen processes to kill.
TRUE,"Under the direction of General Hugh Mercer some American troops reached Richmond on the morning of the 16th of October 1776, and in an engagement which immediately followed they were victorious; but, as they were retreating with their prisoners, British reinforcements arrived and in a second engagement at Fresh Kill (now Green Ridge) they were routed with considerable loss."
TRUE,"Under the general name ""rape oil"" is included the produce of several plants having distinct and fairly constant characters, and one of these oils - colza (q.v.) - is a very wellknown commercial variety."
TRUE,"Unlike touching Czerno, whose dark memories had overwhelmed her just standing near him, Jonny had only one bad memory, that of his first kill that turned him from human to immortal."
TRUE,"Unreported rape and sexual assault are especially common when the offender is known to the victim, such as a family member or respected member of the community (e.g., clergy, teacher)."
TRUE,"Until the 9th century the only means for sighting cannon was by the "" line of metal "" - a line scored_ along the top of the gun, which, owing to the greater thickness of metal at the breech than at the muzzle, was not parallel to the axis."
TRUE,Using chemicals Chemicals to kill bracken to stop soil becoming too acidic Horse for grazing.
TRUE,"Usually, rape and sexual assault cannot be prevented, and it is important that children and adolescents, who often think they are at fault after an attack, be told that there was nothing they could have done to prevent the attack."
TRUE,"Vinnie, you bastard, I'll kill you!"
TRUE,"Vive l'Empereur!... preur!--If they make me Governor of India, Gerard, I'll make you Minister of Kashmir-- that's settled."
FALSE,"Voltaire never dwells too long on this point, stays to laugh at what he has said, elucidates or comments on his own jokes, guffaws over them or exaggerates their form."
FALSE,"Walk around it, and you'll end up in the mortal world."
FALSE,"Walk in the door, reveal what Jonny wanted her to do and they'd have their happy ending."
FALSE,Walk me to the truck.
FALSE,Want to take a walk with me?
TRUE,We accepted the empty desks at school the morning after a bomb destroyed four houses in Paget Street killing two classmates.
FALSE,"We both walk away, and it never happened."
TRUE,"We can't kill one another, but you can kill us."
FALSE,We carefully examined our as yet untouched food supply.
FALSE,"We control the temperature of our surroundings, eat food from around the world, and own possessions no king could have imagined."
FALSE,We don't have enough food down here to last for too long.
TRUE,We have already protected the anonymity of women victims of rape.
FALSE,"We have dog food, too."
FALSE,We have to get you a good stiff drink and a stomach full of food.
FALSE,"We know the meaning behind every burp and sigh, laugh and cry."
FALSE,"We need to find a way out, and we can't walk out the front door."
FALSE,"We need to get to safety, and I don't have enough food to blow up the amount of trees it'll take to stop a herd of demons."
TRUE,We no longer force prisoners to kill each other for our amusement.
TRUE,"We set up sensors and shit, and I can then go hunt down and kill those who are here."
FALSE,We started to find humor in our situation and laugh at the craziness of it.
FALSE,We stopped briefly for a fast food lunch.
TRUE,We tied ropes onto a circle ring to hook bomb.
TRUE,"We totally and completely condemn any terrorism associated with Kashmir, as we do terrorism elsewhere in the world."
TRUE,We will never budge an inch from our principle stand on Kashmir.
FALSE,We would be embarrassed for a minute and then laugh about it.
FALSE,We laugh to scorn the very idea of exam revision.
TRUE,Weapon No 312 Bayonet Triangular Common Socket - Prior to 1814 A pattern bayonet used on British smooth bore muskets prior to 1814.
TRUE,We'd go bonkers if our minds made us feel equally jittery about every bomb in every corner of the world.
TRUE,We'll find out who did this and kill them.
FALSE,We'll have to walk from here.
FALSE,We'll have to walk the rest.
FALSE,We'll leave the horses here and walk the rest of the way.
TRUE,"We'll kill him when my heir, the second Tiyan ruler of my bloodline, reaches six summers in age."
FALSE,"Well, if you are in love, marry him! said the countess, with a laugh of annoyance."
FALSE,"Well, technically I have to eat, just not food."
TRUE,"We're going to scatter to see who's followed, and if it's you, we'll kill anyone who follows your path."
FALSE,"We're going to eat before we leave, and you're going to act grateful."
FALSE,We're gonna get up slowly and walk out of here like a couple of old pals.
FALSE,"What about if you sneeze, cough or laugh?"
TRUE,What difference did it make if they jumped the gun a little?
TRUE,What do werewolves like to do other than kill vampires?
TRUE,What do you do if you ca n't frag some one by running at them and blasting your weapon?
FALSE,What good was there in calling him back to something he would simply walk away from again?
TRUE,What if that weapon had a taste for blood and didn't want to stop?
TRUE,What kind of monster refuses to kill women?
TRUE,What she knew - -that Taran was meant to kill her - -she could never tell him without revealing the demon.
FALSE,What she wouldn't have given to see Alex walk into the barn at that moment.
TRUE,"What this means is, should a girl and guy become intimate and the age difference between them is 5 years or more, the older person could be charged with statutory rape."
TRUE,What would it kill?
FALSE,"Whatever parts the Italians themselves played in the succeeding quarter of a century, the game was in the hands of French, Spanish and German invaders."
FALSE,"Whatever was between her and Xander, it wasn't something she was going to be able to walk away from."
TRUE,"Wheat, oilseed rape and potatoes are the main arable crops, alongside forage maize frown for the 180 strong dairy herd."
FALSE,"When a smile isn't enough, send a hearty laugh."
TRUE,"When a uranium-tipped weapon hits an object, it produces a vapor that is weakly radioactive."
TRUE,"When discussing the atom bomb, mass destruction springs to mind."
