Category,Message
FALSE,"He terminated the war with Holland in 1674, and from that time maintained a friendly correspondence with William; while in 1677, after two years of tedious negotiations, he overcame all obstacles, and in spite of James's opposition, and without the knowledge of Louis XIV., effected the marriage between William and Mary that was the germ of the Revolution and the Act of Settlement."
FALSE,"In Queen Anne's reign, in his old age, he is described as ""a gentleman of admirable natural parts, great knowledge and experience in the affairs of his own country, but of no reputation with any party."
FALSE,"It is interesting, in view of his later efforts to spread the knowledge of the Bible among the people, to know that in the capacity of examiner he insisted on a thorough acquaintance with the Holy Scriptures, and rejected several candidates who were deficient in this qualification."
FALSE,"If all knowledge is drawn from experience, statements universal in form are but generalizations, holding within the limits of actual experience, or advanced beyond them at our peril."
FALSE,"The universe exists - or, as otherwise stated, the universe is "" contingent "" - therefore, even without detailed knowledge of different universes, we can affirm that it must be caused, and in its "" Great First Cause "" we recognize God.'"
FALSE,"So - for this among other reasons - we infer that knowledge has narrow limits, beyond which doubt, or faith, presently begins."
FALSE,"True, Kant refers often to the ideal of a "" perceptive "" or "" intuitive understanding,"" whose thought would produce the whole of knowledge out of its native contents."
FALSE,But speculative knowledge breaks down or breaks off at an earlier point.
FALSE,"The only thing which the "" Ideas "" of "" Reason "" can do for theoretic knowledge is to exert a "" regulative "" function."
FALSE,"He admits two sources of knowledge - sensation and refiexion; and God is to him the Great First Cause, especially of our own existence (or of the existence of finite minds)."
FALSE,"Or is it simply a reiteration of his sceptical contrast between phenomena and noumena, and of his confinement of (valid) knowledge to the former?"
FALSE,There was a new scepticism - at the very least a doctrine of limitation in human knowledge; but in its extremer forms an absolute agnosticism.
FALSE,"Mill complained, 4 "" bringing back under the name of belief what they banished as knowledge."""
FALSE,"Granted that, ideally, scientific knowledge ought to be able to demonstrate all truth, is it safe, or humane, for a being who is imperfectly started in the process of knowledge to fling away with scorn those unanalysed promptings and misgivings "" Which, be they what they may, Are yet the fountain light of all our day, Are yet a master light of all our seeing."
FALSE,"Vergniaud certainly was far superior to him in oratory, but Brissot was quick, eager, impetuous, and a man of wide knowledge."
FALSE,"If our knowledge of the life-histories of these organisms were perfect, their polymorphism would present no difficulties to classification; but unfortunately this is far from being the case."
FALSE,"At present, therefore, classifications of the Hydromedusae have a more or less tentative character, and are liable to revision with increased knowledge of the life-histories of these organisms. Many groups bear at present two names, the one representing the group as defined by polyp-characters, the other as defined by medusa-characters."
FALSE,"In all the abovementioned genera, with the exception of Hydra, the life-cycle is so imperfectly known that their true position cannot be determined in the present state of our knowledge."
FALSE,"As in the Gymnoblastea, the difficulty of uniting the hydroid and medusan systems into one scheme of classification is very great in the present state of our knowledge."
FALSE,It required for its formation an amount of scientific knowledge which could only be very gradually acquired.
FALSE,"Thus he suggests that man has not eyes of a microscopic delicacy, because he would receive no great advantage from such acute organs, since though adding indefinitely to his speculative knowledge of the physical world they would 1 Yet he leaves open the question whether the Deity has annexed thought to matter as a faculty, or whether it rests on a distinct spiritual principle."
FALSE,"Erasmus Darwin (Zoonomia, 17 94), though a zealous evolutionist, can hardly be said to have made any real advance on his predecessors; and, notwithstanding the fact that Goethe had the advantage of a wide knowledge of morphological facts, and a true insight into their signification, while he threw all the power of a great poet into the expression of his conceptions, it may be questioned whether he supplied the doctrine of evolution with a firmer scientific basis than it already possessed."
FALSE,"Moreover, whatever the value of Goethe's labours in that field, they were not published before 1820, long after evolutionism had taken a new departure from the works of Treviranus and Lamarck - the first of its advocates who were equipped for their task with the needful large and accurate knowledge of the phenomena of life as a whole."
FALSE,"But, as knowledge advanced, this conception ceased to be tenable in the crude form in which it was first put forward."
FALSE,"Those who were unwilling to accept evolution, without better grounds than such as are offered by Lamarck, and who therefore preferred to suspend their judgment on the question, found in the principle of selective breeding, pursued in all its applications with marvellous knowledge and skill by Darwin, a valid explanation of the occurrence of varieties and races; and they saw clearly that, if the explanation would apply to species, it would not only solve the problem of their evolution, but that it would account for the facts of teleology, as well as for those of morphology; and for the persistence of some forms of life unchanged through long epochs of time, while others undergo comparatively rapid metamorphosis."
FALSE,"In later years the attention of the best palaeontologists has been withdrawn from the hodman's work of making "" new species "" of fossils, to the scientific task of completing our knowledge of individual species, and tracing out the succession of the forms presented by any given type in time."
FALSE,"The evidence as set out by Darwin has been added to enormously; new knowledge has in many cases altered our conceptions of the mode of the actual process of evolution, and from time to time a varying stress has been laid on what are known as the purely Darwinian factors in the theory."
FALSE,"Authors refer, in the prefaces to their books, to the Great Minster as the source of their knowledge."
FALSE,"This condition of mind can be obtained only by ""living conformably to nature,"" that is to say, one's whole nature, and as a means to that man must cultivate the four chief virtues, each of which has its distinct sphere - wisdom, or the knowledge of good and evil; justice, or the giving to every man his due; fortitude, or the enduring of labour and pain; and temperance, or moderation in all things."
FALSE,"It is with a full message that Paul has been entrusted, the message of Christ, who alone can lead to all the riches of fulness of knowledge."
FALSE,"In 1694 the apothecaries had increased from 114 to nearly 1000, and many of them, having acquired a knowledge of the uses of medicine, began to prescribe medicines for their customers and to assume the functions of the physician, who retorted in 1697 by establishing dispensaries, where medicines could be procured at their intrinsic value, or at cost price."
FALSE,"While geographical knowledge of the west was still scanty and the secrets of the tin-trade were still successfully guarded by the seamen of Gades and others who dealt in the metal, the Greeks knew only that tin came to them by sea from the far west, and the idea of tin-producing islands easily arose."
FALSE,"First, the knowledge of the details Modero of histology has of course advanced greatly in the Progress 01 direction."
FALSE,As a result of this activity Van Tieghems so-called Stelar theory has been revised and modified in the light of more extended and detailed anatomical and developmental knowledge.
FALSE,"Hales (1727I 733) discussed the rotting of wounds, cankers, &c., but much had to be done with the microscope before any real progress was possible, and it is easily intelligible that until the theory of nutrition of the higher plants had been founded by the work of Ingenhouss, Priestley and De Saussure, the way was not even prepared for accurate knowledge of cryptogamic parasites and the diseases they induce."
FALSE,"Still further insight is afforded by our increasing knowledge of the enzymes, and it is to be remarked that both poisons and enzymes are very common in just such parasitic Fungi as induce discolorations, hypertrophies and the death of cellse.g."
FALSE,"When the nature and effect of ecological factors have become more fully understood, it will be possible to dispense with the above artificial classification of factors, and to frame one depending on the action of the various factors; but such a classification is not possible in the present state of knowledge."
FALSE,This is due to a lack of precise knowledge of the various habitat factors and also of the responses made by plants to these factors.
FALSE,"In the present state of knowledge, however, this can only be done in a very meagre fashion; as the effect of habitat factors on plants is but little understood as yet either by physiologists or ecologists."
FALSE,"Upon our knowledge of its minute structure or cytology, combined with a study of its physiological activities, depends the ultimate solution of all the important problems of nutrition."
FALSE,"Investigations of every kind which have been based on original sources of knowledge may be styled ""research,"" and it may be said that without ""research"" no authoritative works have been written, no scientific discoveries or inventions made, no theories of any value propounded; but the word also has a somewhat restricted meaning attached to it in current usage."
FALSE,"The middle ages saw geographical knowledge die out in Christendom, although it retained, through the Arabic translations of Ptolemy, a certain vitality in Islam."
FALSE,"The framework was capable of accommodating itself to new facts, and was indeed far in advance of the knowledge of the period."
FALSE,"Geography appealed to him as a valuable educational discipline, the joint foundation with anthropology of that "" knowledge of the world "" which was the result of reason and experience."
FALSE,"Political geography has been too often looked on from both sides as a mere summary of guide-book knowledge, useful in the schoolroom, a poor relation of physical geography that it was rarely necessary to recognize."
FALSE,"At the least there should be some consideration of four separate systems of discovery - the Eastern, in which Chinese and Japanese explorers acquired knowledge of the geography of Asia, and felt their way towards Europe and America; the Western, in which the dominant races of the Mexican and South American plateaus extended their knowledge of the American continent before Columbus; the Polynesian, in which the conquering races of the Pacific Islands found their way from group to group; and the Mediterranean."
FALSE,"For some of these we have no certain information, and regarding others the tales narrated in the early records are so hard to reconcile with present knowledge that they are better fitted to be the battle-ground of scholars championing rival theories than the basis of definite history."
FALSE,"From all centres the leading motives of exploration were probably the same - commercial intercourse, warlike operations, whether resulting in conquest or in flight, religious zeal expressed in pilgrimages or missionary journeys, or, from the other side, the avoidance of persecution, and, more particularly in later years, the advancement of knowledge for its own sake."
FALSE,"The Greco-Persian wars had made the remoter parts of Asia Minor more than a name to the Greek geographers before the time of Alexander the Great, but the campaigns of that conqueror from 329 to 325 B.C. opened up the greater Asia to the knowledge of Europe."
FALSE,The Ptolemies in Egypt showed equal anxiety to extend the bounds of geographical knowledge.
FALSE,"Ptolemy Euergetes (247-222 B.C.) rendered the greatest service to geography by the protection and encouragement of Eratosthenes, whose labours gave the first ap proximate knowledge of the true size of the spherical The ."
FALSE,Roman intercourse with India especially led to the extension of geographical knowledge.
FALSE,"The works of the ancient Greek geographers were translated into Arabic, and starting with a sound basis of theoretical knowledge, exploration once more made progress."
FALSE,"He returned to Europe possessed of a vast store of knowledge respecting the eastern parts of the world, and, being afterwards made a prisoner by the Genoese, he dictated the narrative of his travels during his captivity."
FALSE,It is from these works that our knowledge of the gallant deeds of the English and other explorers of the Elizabethan age is mainly derived.
FALSE,"The Portuguese, in the early part of the 17th century (1578-1640), were under the dominion of Spain, and their enterprise was to some extent damped; but their missionaries extended geographical knowledge in Africa."
FALSE,"From that time a fleet was despatched every year, and the company's operations greatly increased geographical knowledge of India and the Eastern Archipelago."
FALSE,"There were several early indications of the existence of the great Australian continent, and the Dutch endeavoured to obtain further knowledge concerning the country and its extent; but only its northern and western coasts had been visited before the time of Governor van Diemen."
FALSE,"West Indies from 1599 to 1602, established his historic connexion with Canada, to the geographical knowledge of which he made a very large addition."
FALSE,The premature death of this illustrious traveller is the more to be lamented because his vast knowledge died with him.
FALSE,"The increasing number of measurements of the height of land in all continents and islands, and the very detailed levellings in those countries which have been thoroughly surveyed, enable the average elevation of the land above sea-level to be fairly estimated, although many vast gaps in accurate knowledge remain, and the estimate is not an exact one."
FALSE,"So far only is it possible to speak with certainty, but it is permissible to take a few steps into the twilight of dawning knowledge and indicate the chief subdivisions which are likely to be established in the great crust-hollow and the great crust-heap. The boundary between these should obviously be the mean surface of the sphere."
FALSE,"While steam has been said to make a ship independent of wind and tide, it is still true that a long voyage even by steam must be planned so as to encounter the least resistance possible from prevailing winds and permanent currents, and this involves the application of oceanographical and meteorological knowledge."
FALSE,"The older navigation by utilizing the power of the wind demands a very intimate knowledge of these conditions, and it is probable that a revival of sailing ships may in the present century vastly increase the importance of the study of maritime meteorology."
FALSE,"The discovery and production of commodities require a knowledge of the distribution of geological formations for mineral products, of the natural distribution, life-conditions and cultivation or breeding of plants and animals and of the labour market."
FALSE,"But in 1496, when the sovereigns again complained that the inquisitors were, without royal knowledge or consent, disposing of the property of the condemned and thus depriving the public revenues of considerable sums, Alexander VI."
FALSE,That Garrod has so very much advanced the classification of birds is ultimately due to his comprehensive anatomical knowledge and general insight.
FALSE,"Attempts to derive the anacromyodian and the katacromyodian from the diacromyodian condition are easy on paper, but quite hopeless when hampered by the knowledge of anatomical facts and how to use them."
FALSE,"He was one of the first to see that for Biblical exegesis it was necessary to reconstruct the social environment of olden times, and he skilfully applied his practical knowledge of statecraft to the elucidation of the books of Samuel and Kings."
FALSE,"As vizier to the Moorish king at Granada, he was not only a patron of learning, but himself a man of wide knowledge and a considerable author."
FALSE,It shows considerable knowledge of Greek and Arabic thought (Avicenna).
FALSE,"A few of these have been translated, but as yet no European scholar possesses knowledge sufficient to enable him to study these valuable documents at first hand."
FALSE,"It is not, however, until the middle of the 1st century B.C. that we have any detailed knowledge of pre-Roman Gaul."
FALSE,"During his term of office he appeared in a case before the United States Supreme Court, where his knowledge of civil law so strongly impressed Edward Livingston, the secretary of state, who was himself an admirer of Roman Law, that he urged Legare to devote himself to the study of this subject with the hope that he might influence American law toward the spirit and philosophy and even the forms and processes of Roman jurisprudence."
FALSE,"Such knowledge became essential to men in a high position as a means of intercourse with Greeks, while Greek literature stimulated the minds of leading Romans."
FALSE,"Amongst his published works are Knowledge and Reality (q85); Logic, or the Morphology of Knowledge (1888); Essentials of Logic (1895); Psychology of."
FALSE,"His father, a fisherman, took the boy when he was ten years of age to assist him in his calling; but the lad's eagerness for knowledge was unbounded."
FALSE,The knowledge of this fact may have rendered Theodoric suspicious.
FALSE,These works formed to a large extent the source from which the middle ages derived their knowledge of Aristotle.
FALSE,"Antisthenes adopted this principle in its most literal sense, and proceeded to explain ""knowledge"" in the narrowest terms of practical action and decision, excluding from the conception everything except the problem of individual will realizing itself in the sphere of ordinary existence."
FALSE,"In the first place, the content of the word ""knowledge"" is never properly developed."
FALSE,"It was left to the Stoics to separate the wheat from the chaff, and to assign to the words ""knowledge"" and ""nature"" a saner and more comprehensive meaning."
FALSE,"And the Moslem came on the scenes bringing, as a gift for Christendom, fuller knowledge of classical, especially Aristotelian, texts."
FALSE,"But, when increased knowledge of Aristotle's texts (and of the commentaries) led to the victory of a supposed Aristotelianism over a supposed Platonism, Albertus Magnus, and his still more distinguished pupil Thomas Aquinas, mark certain doctrines as belonging to faith but not to reason."
FALSE,"While he must beware of hasty speech, he has often to plead that new knowledge does not really threaten faith; or that it is not genuinely established knowledge at all; or else, that faith has mistaken its own grounds, and will gain strength by concentrating on its true field."
FALSE,"It blots out much supposed knowledge, but throws a vivid and interesting light on the reconstrued process of history."
FALSE,His knowledge of the higher mathematics was acquired by his own unaided efforts after he had left the college.
FALSE,It is therefore only with caution that we can use them to supplement our knowledge of the true Basilides.
FALSE,"The extraordinary ruined fortifications found, and the knowledge of the higher art of war displayed by the Maoris, suggest (what is no doubt the fact) that there was a hard fight for them when they first arrived, but the greatest resistance must have been from the purer Papuan inhabitants, and not from the half-castes who were probably easily overwhelmed."
FALSE,"In the Maori wars they showed much strategic skill, and their knowledge of fortification was very remarkable."
FALSE,"Their priesthood was a highly trained profession, and they had schools which taught a knowledge of the stars and constellations, for many of which they had names."
FALSE,"In opposition to Aquinas, who maintained that reason and revelation were two independent sources of knowledge, Duns Scotus held that there was no true knowledge of anything knowable apart from theology as based upon revelation."
FALSE,"The senses are ""bad witnesses"" (KaKoi, uapTvpes); only the wise man can obtain knowledge."
FALSE,"It is of comparatively recent foundation (1860), and is carried on largely with French and Belgian capital, with modern appliances and with modern scientific knowledge."
FALSE,"He took a passionate delight in the pursuit of knowledge from his very infancy, and is reported to have worked out long arithmetical sums by means of pebbles and biscuit crumbs before he knew the figures."
FALSE,"In later life he was accustomed to say that he knew as much about mathematics when he was eighteen as ever he knew; but his reading embraced nearly the whole round of knowledge - history, travels, poetry, philosophy and the natural sciences."
FALSE,"He owed his success to the confidence placed in him by Queen Victoria, to his wide knowledge of European politics, to his intimate friendship with Guizot, and not least to his own conciliatory disposition."
FALSE,Aberdeen was a distinguished scholar with a retentive memory and a wide knowledge of literature and art.
FALSE,It exhibits an accurate knowledge of French constitutional history skilfully applied in an attempt to show that an existing actual grievance was not only philosophically unjust but constitutionally illegal.
FALSE,"He went over every part of the translation with me, observed on every passage in which justice was not done to the thought or the force of the expression lost, and made many useful criticisms. During this occupation we had occasion to see one another often, and became very intimate; and, as he had read much, had seen a great deal of the world, was acquainted with all the most distinguished persons who at that time adorned either the royal court or the republic of letters in France; had a great knowledge of French and Italian literature, and possessed very good taste, his conversation was extremely interesting and not a little instructive."
FALSE,"In spite of his surname, and of his knowledge of the French language, his attitude towards foreigners attests that he was of English birth."
FALSE,"The Logic, an eminently practical work, written from the point of view of Locke, is in five parts, dealing with (1) the nature of the human mind, its faculties and operations; (2) ideas and their kinds; (3) the true and the false, and the various degrees of knowledge; (4) reasoning and argumentation; (5) method and the ordering of our thoughts."
FALSE,Jordanes refers in the Getica to a number of authors besides Cassiodorus; but he owes his knowledge of them to Cassiodorus.
FALSE,"Empiricism, hitherto the only guide, if indeed a guide at all, was replaced by exact scientific knowledge; the connexion of each phenomenon with a controllable cause was established, and rule-of-thumb and quackery banished for ever by the free gift to the world of the results of his researches."
FALSE,"Had he possessed such a knowledge of Roman law as is now not uncommon in England, he must doubtless have taken a different view of many subjects."
FALSE,"His object in the Traite des verites premieres (1717), his best-known work, is to discover the ultimate principle of knowledge."
FALSE,"But Buffier does not claim for these truths of ""common sense"" the absolute certainty which characterizes the knowledge we have of our own existence or the logical deductions we make from our thoughts; they possess merely the highest probability, and the man who rejects them is to be considered a fool, though he is not guilty of a contradiction."
FALSE,He distinguished between knowledge of actual objects and the divine inspiration by which we cognize the being and existence of God.
FALSE,What before was done in the light of experience is nowadays done in the light of knowledge.
FALSE,The Book of Surveying adds considerably to our knowledge of the rural economy of that age.
FALSE,"Some of his recommendations are quite unsuitable to the state of the country, and display more of general knowledge and good intention than of either the theory or practice of agriculture."
FALSE,"The first attempts at improvement cannot be traced farther back than 1723, when a number of landholders formed themselves into a society, under the title of the Society of Improvers in the Knowledge of Agriculture in Scotland."
FALSE,"In this he lays it down as a rule that it is bad husbandry to take two crops of grain successively, which marks a considerable progress in the knowledge of modern husbandry; though he adds that in Scotland the best husbandmen after a fallow take a crop of wheat; after the wheat, peas; then barley, and then oats; and after that they fallow again."
FALSE,Meanwhile much had been done in the organization of agricultural knowledge.
FALSE,"Judgment founded on knowledge and aided by careful observation, both in the field and in the feeding-shed, must be relied upon as the guide of the practical farmer."
FALSE,"Its members signed the charters by which the king conveyed grants of land to churches and to individuals, and it is from the extant charters that we mainly derive our knowledge about the composition of the witan."
FALSE,Not unnaturally the training which the younger Mill received has aroused amazement and criticism; and it is reasonable to doubt whether the material knowledge which he retained in the result was as valuable to him as his father imagined.
FALSE,It gave unity to the detached and fragmentary parts of his knowledge and beliefs.
FALSE,"They display considerable knowledge of Latin, but less of Greek, on the value of which he strongly insisted."
FALSE,"Most, if not all, of the important knowledge of remedies comes from America, where this subject reaches the highest perfection; even the life-histories of some of the British pests have been traced out in the United States and British colonies more completely than at home, from the creatures that have been introduced from Europe."
FALSE,"A correct sense of proportion and the faculty of seizing upon the dominant factors in an historical problem are the result partly of the possession of certain natural gifts in which many individuals and some nations are conspicuously wanting, partly of general knowledge of the working of the economic and political institutions of the period we are studying, partly of what takes the place of practical experience in relation to modern problems, namely, detailed acquaintance with different kinds of original sources and the historical imagination by which we can realize the life and the ideals of past generations."
FALSE,"In the tabulation and interpretation of statistical evidence, as in its collection, it is scarcely possible to overrate the importance of wide knowledge and experience."
FALSE,"If we take the mere popular view of what is meant by the "" old Political Economy,"" that is, that a generation or so ago economics was comprised in a neatly rounded set of general propositions, universally accepted, which could be set forth in a question we have really to determine is how we can make the best use of the accumulated knowledge of past generations, and to do that we must look more closely into the economic science of the 10th century.."
FALSE,"For these problems we want, not a few old-established general principles which no one seriously calls in question, but genuine constructive and organizing capacity, aided by scientific and detailed knowledge of particular institutions, industries and classes."
FALSE,"That is, original investigation of special problems has to be carried out on a more gigantic scale than any economist of the historical school ever dreamt of or the world requires, with the certain knowledge that at the end of it all the general theory will not correspond with the facts of life."
FALSE,"At the same time he endeavoured to acquire a knowledge of Hebrew, in order to be able to read the Old Testament in the original."
FALSE,For a knowledge of Origen's Christian estimate of life and his relation to the faith of the church these two treatises are of great importance.
FALSE,"But the link that connects him with churchly realism, as well as with the NeoPlatonic mysticism, is the conviction that complete and certain knowledge rests wholly on divine revelation, i.e."
FALSE,"The objects of religious knowledge are beyond the plane of history, or rather - in a thoroughly Gnostic and Neo-Platonic spirit - they are regarded as belonging to a supra-mundane history."
FALSE,"A secret mission to Genoa enabled him to inspect the pass north of Savona, and the knowledge of the peculiarities of that district certainly helped him in maturing his plan for an invasion of Italy, which he put into execution in 1796."
FALSE,"The opposition in the Tribunate was sharp, but was paralysed by the knowledge of the fact just named and by the lack of a free press."
FALSE,"Latterly the prince had fallen into disgrace for proposing, without the knowledge of Charles IV., to ally himself with a Bonaparte princess."
FALSE,"Throughout life Carteret not only showed a keen love of the classics, but a taste for, and a knowledge of, modern languages and literatures."
FALSE,"During this period of diplomatic work he acquired an exceptional knowledge of the affairs of Europe, and in particular of Germany, and displayed great tact and temper in dealing with the Swedish senate, with Queen Ulrica, with the king of Denmark and Frederick William I."
FALSE,"But by laying bare in 1884 the upper stratum of remains on the rock of Tiryns (q.v.), Schliemann made a contribution to our knowledge of prehistoric domestic life which was amplified two years later by Chr."
FALSE,"The revolution of 1897-98 opened the door to wider knowledge, and much exploration has ensued, for which see Crete."
FALSE,"About institutions we have less certain knowledge, there being but little evidence for the earlier periods; but in the documents relating to religion, the most significant of all, it can at least be said that there is no trace of sharp change."
FALSE,"This (obviously valid) distinction logically involves the consequence that the object, or content, of knowledge, viz."
FALSE,"The faculty employed in this further investigation is no ""separate moral faculty,"" but that same reason which is the source of all our knowledge - ethical and other."
FALSE,"The title Nasoraeans (Nasoraye), according to Petermann, they give only to those among themselves who are most distinguished for knowledge and character.."
FALSE,"For our knowledge of their doctrinal system, however, we still depend chiefly upon the sacred books already mentioned, consisting of fragments of very various antiquity derived from an older literature.8 Of these the largest and most important is the Sidra' rabbd ("" Great Book""), known also as Ginza - (""Treasure""), consisting of two unequal parts, of which the larger is called yamina (to the right hand) and the smaller s'znala (to the left hand), because of the manner in which they are bound together."
FALSE,The Mandaeans are strictly reticent about their theological dogmas in the presence of strangers; and the knowledge they actually possess of these is extremely small.
FALSE,"Outvoting Franklin, they decided to break their instructions, which required them to ` make the, most candid confidential communications on all subjects to the ministers of our generous ally, the king of France; to undertake nothing in the negotiations for peace or truce without their knowledge or concurrence; and ultimately to govern yourself by their advice and opinion ""; and, instead,."
FALSE,"Thackeray stayed in the vicinity in youth, his knowledge of the locality appearing in Pendennis."
FALSE,"Nevertheless, the constant increase of our knowledge of insect forms renders classification increasingly difficult, for gaps in the series become filled, and while the number of genera and families increases, the distinctions between these groups become dependent on characters that must seem trivial to the naturalist who is not a specialist."
FALSE,"The Hexapoda, being aerial, terrestrial and fresh-water animals, are but occasionally preserved in stratified rocks, and our knowledge of extinct members of the class is therefore fragmentary, while the description, as insects, of various obscure fossils, which are perhaps not even Arthropods, has not tended to the advancement of this branch of zoology."
FALSE,"Sundevall - equally proficient in classical as in ornithological knowledge - was, in 1863, compelled to leave more than a score of the birds of which Aristotle wrote unidentified."
FALSE,"Like nearly all his predecessors since Aelian, he adopted an alphabetical arrangement, though this was not too pedantically preserved, and did not hinder him from placing together the kinds of birds which he supposed (and generally supposed rightly) to have the most resemblance to that one whose name, being best known, was chosen for the headpiece (as it were) of his particular theme, thus recognizing to some extent the principle of classification.3 Belon, with perhaps less book-learning than his contemporary, was evidently no mean scholar, and undoubtedly had more practical knowledge of birds - their internal as well as external structure."
FALSE,"Belon, as has just been said, had a knowledge of the anatomy 1 This was reprinted at Cambridge in 1823 by Dr George Thackeray."
FALSE,"If, then, those contents do not represent the knowledge of Jaber, and if the contents of other Latin translations which there is reason to believe are really made from the Arabic, show little, if any, advance on the knowledge of the Alexandrian Greeks, evidently the part played by the Arabs must be less, and that of the Westerns greater, than Gibbon is prepared to admit."
FALSE,"But side by side with this literary transmission Berthelot insists that there was another mode of transmission, by means of the knowledge of practical receipts and processes traditional among jewellers, painters, workers in glass and pottery, and other handicraftsmen."
FALSE,"The chemical knowledge of Egyptian metallurgists and jewellers, he holds, was early transmitted to the artisans of Rome, and was preserved throughout the dark ages in the workshops of Italy and France until about the 13th century, when it was mingled with the theories of the Greek alchemists which reached the West by way of the Arabs."
FALSE,"This sulphur again was not ordinary sulphur, but some principle derived from it, which constituted the philosopher's stone or elixir - white for silver and yellow or 1 "" Some traditionary knowledge might be secreted in the temples and monasteries of Egypt; much useful experience might have been acquired in the practice of arts and manufactures, but the science of chemistry owes its origin and improvement to the industry of the Saracens."
FALSE,"His opportunities of gaining knowledge were very scanty, but he strenuously set himself to make the most of them."
FALSE,Our knowledge of Lanfranc's polemics is chiefly derived from the tract De cor pore et sanguine Domini which he wrote many years later (after 1079) when Berengar had been finally condemned.
FALSE,"The story of Memnon was the subject of the lost Aethiopis of Arctinus of Miletus; the chief source from which our knowledge of him is derived is the second book of the Posthomerica of Quintus Smyrnaeus (itself probably an adaptation of the works of Arctinus and Lesches), where his exploits and death are described at length."
FALSE,"Although the bent of his mind was legal, he never made himself an expert jurist; but he had the art of turning his knowledge, such as it was, to excellent account."
FALSE,"Knowledge of Neolithic times is derived principally from four sources, Tumuli or ancient burial-mounds, the Lake-dwellings of Switzerland, the Kitchenmiddens of Denmark and the Bone-Caves."
FALSE,"Since the foundation of the German Institute in 1874, Athenian topography has to a large extent become a speciality of German scholars, among whom Wilhelm DOrpfeld occupies a pre-eminent position owing to his great architectural attainments and unrivalled local knowledge."
FALSE,"We are principally concerned, however, with the results which add to our knowledge of the topography and architecture of the Acropolis."
FALSE,"This was a notable concession, by which the nobles lost that exclusive legal knowledge which had formed one of their main instruments of oppression."
FALSE,"The aborigines, Sheng fan, or "" wild savages,"" deserved the appellation in some respects, for they lived by the chase and had little knowledge even of husbandry; while the Chinese themselves, uneducated labourers, acknowledged no right except that of might."
FALSE,"The senses with their changing and inconsistent reports cannot cognize this unity; it is by thought alone that we can pass beyond the false appearances of sense and arrive at the knowledge of being, at the fundamental truth that ""the All is One."""
FALSE,"Thus he based Judaism on love, not on knowledge; love was the bond between God and man, and man's fundamental duty was love as expressed in obedience to God's will."
FALSE,"To the physicist matter is presented in three leading forms - solids, liquids and gases; and although further subdivisions have been rendered necessary with the growth of knowledge the same principle is retained, namely, a classification based on properties having no relation to composition."
FALSE,"Towards the end of the 16th century the failure of the alchemists to achieve their cherished purpose, and the general increase in medical knowledge, caused attention to be given to the utilization of chemical preparations as medicines."
FALSE,"In his Sceptical Chemist (1662) he freely criticized the prevailing scientific views and methods, with the object of showing that true knowledge could only be gained by the logical application of the principles of experiment and deduction."
FALSE,"The phlogistic theory, which pervaded the chemical doctrine of this period, gave rise to continued study of the products of calcination and combustion; it thus happened that the knowledge of oxides and oxidation products was considerably developed."
FALSE,Gerland contributed to our knowledge of vanadyl salts and the vanadic acids.
FALSE,"Nilson, and subsequently (1904) by Hall, rendered notable additions to our knowledge of these elements and their compounds."
FALSE,"He established the existence of two new elements, samarium and gadolinium, since investigated more especially by Cleve, to whom most of our knowledge on this subject is due."
FALSE,"Scheele enriched the knowledge of chemistry by an immense number of facts, but he did not possess the spirit of working systematically as Bergman did."
FALSE,"While polysymmetry is solely conditioned by the manner in which the mimetic twin is built up from the single crystals, there being no change in the scalar properties, and the vector properties being calculable from the nature of the twinning, in the case of polymorphism entirely different structures present themselves, both scalar and vector properties being altered; and, in the present state of our knowledge, it is impossible to foretell the characters of a polymorphous modification."
FALSE,"The nitro group behaves very similarly to the hydroxyl group. The effect of varying the position of the nitro group in the molecule is well marked, and conclusions may be drawn as to the orientation of the groups from a knowledge of the crystal form; a change in the symmetry of the chemical molecule being often attended by a loss in the symmetry of the crystal."
FALSE,"Those who have believed in Christ are the present representatives and result of this purpose; and a clear knowledge of the purpose itself, the secret of the ages, has now been revealed to men."
FALSE,"In the years immediately preceding the war we have to chronicle first a great advance in our knowledge of the beginnings of Egyptian history, owing mainly to the excavations of Prof. Flinders Petrie at Tarkhan 1 and of the German, Prof. Junker (working for Austria), at Tura."
FALSE,"At the same time Alexander himself made it a principal concern to win fresh geographical knowledge, to open new ways."
FALSE,"Though few excelled him in a knowledge of the forms of the House or in mastery of administrative details, his tact in dealing with men and with affairs was so defective that there is perhaps no one who has been at the head of an English administration to whom a lower place can be assigned as a statesman."
FALSE,"During these years Chastellain had ample opportunity of obtaining an intimate knowledge of French affairs, but on the further breach between the two princes, Chastellain left the French service to enter Philip's household."
FALSE,Now that was a good example of her imagination working over time.
FALSE,The most important example is trust.
FALSE,It was yet another example of the way their marriage continued to mature.
FALSE,A poor example of being objective.
FALSE,"Some people have exceptional abilities we do not understand—for example, savants."
FALSE,Could someone in the class give me a silly example of a simile?
FALSE,"In jest, he stated that Jonathan was merely seeking the best fashion example he could find."
FALSE,The building was a superb example of craftsmanship from an era when quality was meant to survive those skilled men who proudly worked it.
FALSE,"The presentation of some object of dread, for example, to the eye has or may have a double effect."
FALSE,"Be sure that you give the poor the aid they most need, though it be your example which leaves them far behind."
FALSE,"One would think that as an artillery officer you would set a good example, yet here you are without your boots!"
